row#,Name,FIPS,Source,ToxPi Score,Baseline.Health,Baseline.SocialEconomic,Baseline.Infrastructure,Baseline.Environment,ClimateChange.Health,ClimateChange.SocialEconomic,ClimateChange.ExtremeEvents
898,"AL, Montgomery, 01101002202",1101002202,"+32.3151355,-086.3031005",0.617996636,0.845465224,0.598846279,0.752901838,0.528312652,0.551413026,0.559539385,0.489498047
899,"AL, Montgomery, 01101002300",1101002300,"+32.3340804,-086.3219320",0.664761305,0.873060418,0.737047424,0.819192839,0.576552304,0.570374272,0.607003648,0.470098229
900,"AL, Montgomery, 01101002400",1101002400,"+32.3413010,-086.3351156",0.652355786,0.854457606,0.724572081,0.747508235,0.605099546,0.567586307,0.584256275,0.48301045
901,"AL, Montgomery, 01101002500",1101002500,"+32.4177623,-086.2721608",0.641943065,0.8125586,0.768008768,0.678121658,0.598473564,0.566035679,0.592176507,0.478226677
902,"AL, Montgomery, 01101002600",1101002600,"+32.3890846,-086.2305306",0.579882525,0.65310544,0.52413309,0.660120987,0.516036909,0.597650742,0.632858995,0.475271514
903,"AL, Montgomery, 01101002700",1101002700,"+32.3747655,-086.2294064",0.53326782,0.552515328,0.327083866,0.613714785,0.490505981,0.617436056,0.635203917,0.496414808
904,"AL, Montgomery, 01101002800",1101002800,"+32.3347262,-086.2522211",0.600757043,0.718062549,0.6777556,0.688925549,0.457833445,0.59897542,0.613981287,0.449765448
905,"AL, Montgomery, 01101002900",1101002900,"+32.3157991,-086.2488363",0.617414217,0.719627792,0.729941826,0.793582507,0.333006072,0.603190628,0.65212435,0.490426346
906,"AL, Montgomery, 01101003000",1101003000,"+32.3515219,-086.3601950",0.665005094,0.894000414,0.695374128,0.774259371,0.587860768,0.571295888,0.630314129,0.501930957
907,"AL, Montgomery, 01101003100",1101003100,"+32.3188440,-086.2886318",0.61601899,0.773322042,0.682375106,0.798163614,0.408137236,0.567843023,0.608830348,0.473461564
908,"AL, Montgomery, 01101003200",1101003200,"+32.3060857,-086.2682434",0.616403108,0.759039488,0.738955702,0.75049384,0.337504401,0.566492682,0.654424386,0.507911256
909,"AL, Montgomery, 01101003301",1101003301,"+32.3551619,-086.2576571",0.540212786,0.594268569,0.441347144,0.586442366,0.519261979,0.56292694,0.606673129,0.470569376
910,"AL, Montgomery, 01101003302",1101003302,"+32.3480787,-086.2338251",0.585678332,0.61272665,0.542374779,0.725575996,0.449006201,0.621289459,0.659480114,0.489295128
911,"AL, Montgomery, 01101005101",1101005101,"+32.4484152,-086.2496812",0.605704529,0.6772672,0.566141334,0.601056666,0.560704779,0.614483838,0.694721948,0.525555935
912,"AL, Montgomery, 01101005102",1101005102,"+32.4299115,-086.2808445",0.662965229,0.871180694,0.732464123,0.779612969,0.538891199,0.570407645,0.649598526,0.498601442
913,"AL, Montgomery, 01101005301",1101005301,"+32.4067693,-086.2467021",0.512702813,0.539279613,0.422855837,0.500461609,0.523873953,0.616624869,0.526797531,0.45902628
914,"AL, Montgomery, 01101005302",1101005302,"+32.4096400,-086.2259782",0.637168556,0.796526743,0.699790644,0.703603478,0.560375291,0.613023084,0.603216953,0.483643699
915,"AL, Montgomery, 01101005402",1101005402,"+32.3933431,-086.1995768",0.605728716,0.701032314,0.614569627,0.712465644,0.489954463,0.609231382,0.627803268,0.485044311
916,"AL, Montgomery, 01101005403",1101005403,"+32.3716245,-086.2001367",0.575413754,0.649357555,0.517194093,0.755472905,0.442878304,0.619233104,0.605209593,0.438550727
917,"AL, Montgomery, 01101005406",1101005406,"+32.3557959,-086.1594484",0.531138077,0.495360542,0.375954938,0.609879345,0.415760194,0.64634823,0.663835357,0.510827934
918,"AL, Montgomery, 01101005407",1101005407,"+32.3707637,-086.1687912",0.529010964,0.477664351,0.431030615,0.600820452,0.416626055,0.647067,0.62349291,0.506375364
919,"AL, Montgomery, 01101005408",1101005408,"+32.4017106,-086.1546548",0.537290234,0.528749349,0.348463203,0.616949997,0.426679692,0.654586355,0.663930569,0.521672473
920,"AL, Montgomery, 01101005409",1101005409,"+32.3578286,-086.2043556",0.545550156,0.57710466,0.474190754,0.643623535,0.482839946,0.618873751,0.584945878,0.437272567
921,"AL, Montgomery, 01101005410",1101005410,"+32.3476937,-086.2081192",0.583170931,0.679262239,0.584876353,0.701400172,0.39332274,0.61474571,0.638382619,0.470206686
922,"AL, Montgomery, 01101005501",1101005501,"+32.3813376,-086.0714244",0.589219311,0.701196129,0.541606104,0.660864215,0.438103532,0.658131773,0.602002328,0.522631093
923,"AL, Montgomery, 01101005502",1101005502,"+32.3371846,-086.0478372",0.561931475,0.713397541,0.495099984,0.639074183,0.34076419,0.665104255,0.557859584,0.522220589
924,"AL, Montgomery, 01101005503",1101005503,"+32.3507397,-086.0979546",0.513545711,0.511236781,0.315214079,0.594658559,0.378133,0.664100458,0.611058296,0.520418803
925,"AL, Montgomery, 01101005504",1101005504,"+32.3448056,-086.0185049",0.489570436,0.515729919,0.27431661,0.519447671,0.37625973,0.651089911,0.563274394,0.526874818
926,"AL, Montgomery, 01101005603",1101005603,"+32.3037891,-086.2237320",0.637857146,0.80125823,0.78274534,0.784419367,0.334188423,0.603311281,0.650164354,0.508913026
927,"AL, Montgomery, 01101005604",1101005604,"+32.2324153,-086.1000649",0.510930243,0.589245504,0.297942069,0.566713517,0.32574265,0.611729765,0.635212078,0.549926115
928,"AL, Montgomery, 01101005605",1101005605,"+32.3287301,-086.2081954",0.529204796,0.558973217,0.449192955,0.640107679,0.326313158,0.616807099,0.618607203,0.49443226
929,"AL, Montgomery, 01101005606",1101005606,"+32.3333975,-086.2237785",0.582758215,0.680456289,0.520177021,0.770762008,0.394972309,0.618686305,0.629209677,0.465043897
930,"AL, Montgomery, 01101005607",1101005607,"+32.3282062,-086.1389530",0.509427656,0.469092165,0.363467755,0.646946052,0.309016134,0.661625675,0.615780783,0.500065029
931,"AL, Montgomery, 01101005608",1101005608,"+32.2970909,-086.1356525",0.497705652,0.568291303,0.332332601,0.589056423,0.256288306,0.652037153,0.559032044,0.526901736
932,"AL, Montgomery, 01101005609",1101005609,"+32.3175031,-086.1951640",0.525783651,0.480106953,0.375860757,0.686906733,0.374015432,0.618375662,0.633133748,0.512086269
933,"AL, Montgomery, 01101005610",1101005610,"+32.2831180,-086.2292972",0.574442257,0.711424529,0.579637837,0.662436925,0.387201072,0.58539502,0.572039287,0.522961129
934,"AL, Montgomery, 01101005611",1101005611,"+32.3161921,-086.1814486",0.522836597,0.537349726,0.411926365,0.622366084,0.367248996,0.616568335,0.591610679,0.512785992
935,"AL, Montgomery, 01101005612",1101005612,"+32.3098919,-086.1633288",0.478778317,0.478015576,0.279073059,0.607519403,0.27205426,0.652157837,0.54825955,0.514368532
936,"AL, Montgomery, 01101005700",1101005700,"+32.0637296,-086.0722062",0.579100361,0.823100038,0.490314658,0.677099312,0.286369904,0.65432705,0.582898832,0.539592732
937,"AL, Montgomery, 01101005800",1101005800,"+32.0535009,-086.2470557",0.57642895,0.80723796,0.508759747,0.687900139,0.268949179,0.631823119,0.595857109,0.534475398
938,"AL, Montgomery, 01101005901",1101005901,"+32.1989836,-086.3443631",0.635398652,0.778227099,0.56117687,0.789999084,0.512611564,0.614350314,0.655128951,0.536296682
939,"AL, Montgomery, 01101005902",1101005902,"+32.3042745,-086.3437005",0.653154126,0.904399192,0.733826656,0.724123955,0.535740704,0.561060516,0.614864033,0.498063822
940,"AL, Montgomery, 01101006000",1101006000,"+32.3596620,-086.4248205",0.674141203,0.888033149,0.684603449,0.700335997,0.646212279,0.570361408,0.706925335,0.522516805
941,"AL, Montgomery, 01101006100",1101006100,"+32.3175536,-086.3782976",0.662340362,0.888955263,0.732205002,0.83003102,0.510847895,0.571116189,0.605171508,0.498055658
942,"AL, Morgan, 01103000100",1103000100,"+34.5975936,-086.9612591",0.695460095,0.750121615,0.790150579,0.857547293,0.606578356,0.568627819,0.762660283,0.532534717
943,"AL, Morgan, 01103000200",1103000200,"+34.5780062,-086.9405608",0.527510856,0.449273211,0.28236024,0.70229281,0.433828382,0.532869329,0.738601713,0.553350307
944,"AL, Morgan, 01103000300",1103000300,"+34.5712507,-086.9706149",0.573021229,0.575158589,0.473628665,0.595818727,0.545232927,0.538568485,0.73641729,0.546323923
945,"AL, Morgan, 01103000400",1103000400,"+34.6096225,-086.9856810",0.614285592,0.592472862,0.529019536,0.680465127,0.658178642,0.539420866,0.77170401,0.528738103
946,"AL, Morgan, 01103000600",1103000600,"+34.6096651,-087.0199278",0.712528278,0.774386174,0.792125009,0.875092604,0.68054019,0.583643503,0.729645037,0.552265428
947,"AL, Morgan, 01103000700",1103000700,"+34.5982281,-087.0103875",0.670122179,0.731328942,0.667008229,0.777913415,0.639296068,0.57926894,0.739266833,0.556772825
948,"AL, Morgan, 01103000800",1103000800,"+34.5819489,-086.9944642",0.625366579,0.65826958,0.668234054,0.67589812,0.564703568,0.587183542,0.702501615,0.520775571
949,"AL, Morgan, 01103000900",1103000900,"+34.5686315,-086.9965916",0.642700909,0.691600112,0.72018768,0.718984765,0.542146868,0.564843688,0.728566427,0.532576821
950,"AL, Morgan, 01103001000",1103001000,"+34.5856306,-087.0062946",0.582610776,0.59780377,0.500759497,0.653593024,0.581724697,0.554900971,0.668809007,0.520684465
951,"AL, Morgan, 01103005101",1103005101,"+34.6177412,-087.0672772",0.61570231,0.564402115,0.468949565,0.706732914,0.635485843,0.555624878,0.809270364,0.569450492
952,"AL, Morgan, 01103005103",1103005103,"+34.5175540,-086.9713570",0.542886118,0.59312121,0.33398702,0.680788202,0.415466254,0.5415287,0.677679993,0.557631445
953,"AL, Morgan, 01103005105",1103005105,"+34.5304688,-087.0091077",0.548010891,0.567799847,0.383509924,0.689768194,0.343445795,0.565493281,0.720302074,0.565757122
954,"AL, Morgan, 01103005106",1103005106,"+34.5680313,-087.0363880",0.59394683,0.541749822,0.537364748,0.75153685,0.453094677,0.564468913,0.75530724,0.554105562
955,"AL, Morgan, 01103005107",1103005107,"+34.5353609,-087.0595832",0.538716926,0.524082915,0.343872794,0.698543047,0.320927665,0.560556445,0.74889815,0.574137463
956,"AL, Morgan, 01103005108",1103005108,"+34.5540918,-087.0101720",0.577518588,0.588950617,0.445329551,0.721857478,0.453433316,0.554223268,0.735244829,0.543591059
957,"AL, Morgan, 01103005109",1103005109,"+34.5494071,-086.9778507",0.641685893,0.721935289,0.610418665,0.734085306,0.552421644,0.577761843,0.744330721,0.55084778
958,"AL, Morgan, 01103005200",1103005200,"+34.4073766,-087.0577520",0.575316238,0.576256839,0.494890549,0.712084675,0.288226817,0.594009465,0.769171386,0.592573934
959,"AL, Morgan, 01103005301",1103005301,"+34.4936309,-086.9173653",0.554881278,0.474740762,0.371281824,0.624941336,0.43370363,0.626654437,0.778055973,0.574790984
960,"AL, Morgan, 01103005302",1103005302,"+34.4527772,-086.9686742",0.556494767,0.53538469,0.427732068,0.628355722,0.345590095,0.64342089,0.746992561,0.567987344
961,"AL, Morgan, 01103005303",1103005303,"+34.4407021,-086.9436772",0.574380509,0.581468087,0.465359065,0.648543862,0.397165101,0.654439258,0.727275632,0.546412555
962,"AL, Morgan, 01103005304",1103005304,"+34.4218938,-086.9163658",0.54918497,0.496881018,0.352726727,0.580023664,0.408541342,0.665542344,0.769485584,0.571094114
963,"AL, Morgan, 01103005404",1103005404,"+34.5308698,-086.8705002",0.572069558,0.574110358,0.463962849,0.658617042,0.41457613,0.561706694,0.758438336,0.573075496
964,"AL, Morgan, 01103005405",1103005405,"+34.4805794,-086.7691975",0.565318717,0.614917506,0.510866747,0.595786286,0.307801353,0.591678657,0.753683205,0.582497265
965,"AL, Morgan, 01103005500",1103005500,"+34.3701206,-086.9033029",0.622488224,0.726309957,0.544188416,0.690439417,0.384433874,0.664725901,0.774492345,0.572827659
966,"AL, Morgan, 01103005600",1103005600,"+34.3558416,-086.7007545",0.560955728,0.604745516,0.419634825,0.646439241,0.247517455,0.665519128,0.767694248,0.575139679
967,"AL, Morgan, 01103005701",1103005701,"+34.4431824,-086.6445588",0.574099465,0.620833117,0.464828198,0.710587006,0.26636164,0.643448547,0.736112614,0.57652513
968,"AL, Morgan, 01103005702",1103005702,"+34.5134593,-086.6470528",0.590556386,0.606132223,0.435794799,0.773198984,0.397756441,0.57139515,0.769153704,0.580463404
969,"AL, Perry, 01105686800",1105686800,"+32.6849700,-087.1236562",0.549222741,0.781670064,0.421069554,0.678295281,0.275785348,0.569695059,0.621854635,0.496189247
970,"AL, Perry, 01105687000",1105687000,"+32.7209723,-087.3956331",0.579593378,0.768792951,0.580543076,0.711297597,0.212564542,0.576557177,0.72401515,0.483383152
971,"AL, Perry, 01105687100",1105687100,"+32.4878146,-087.4056700",0.598605883,0.743674986,0.560969052,0.78804722,0.344733437,0.551334569,0.711206491,0.490275423
972,"AL, Pickens, 01107050000",1107050000,"+33.3973636,-087.8929221",0.563123514,0.74178517,0.465083636,0.634698408,0.328083731,0.537765367,0.75262673,0.481821558
973,"AL, Pickens, 01107050100",1107050100,"+33.4217006,-088.0182223",0.612044684,0.836275558,0.645877338,0.632660839,0.331307438,0.563434713,0.79140635,0.483350554
974,"AL, Pickens, 01107050200",1107050200,"+33.4390566,-088.1950559",0.56404761,0.811011434,0.460519371,0.607755377,0.320888256,0.564613075,0.697687009,0.485858745
975,"AL, Pickens, 01107050300",1107050300,"+33.2780157,-088.1671344",0.601220758,0.856265926,0.629337934,0.61085679,0.309896489,0.569578052,0.744293009,0.488317105
976,"AL, Pickens, 01107050400",1107050400,"+33.1436760,-088.1111873",0.611199036,0.836900632,0.626318603,0.651104173,0.355228045,0.553299493,0.762583127,0.492959178
977,"AL, Pike, 01109188600",1109188600,"+31.8457897,-085.7928705",0.527003691,0.71641194,0.388043708,0.633228839,0.234609564,0.607261819,0.593774276,0.515695692
978,"AL, Pike, 01109188700",1109188700,"+31.9427260,-085.9529289",0.573377203,0.755987955,0.53399742,0.627795355,0.35446759,0.634792283,0.594754954,0.511844865
979,"AL, Pike, 01109188800",1109188800,"+31.8645185,-086.1042099",0.539933598,0.700327077,0.384873032,0.676878907,0.271842595,0.63527236,0.602869689,0.507471523
980,"AL, Pike, 01109188900",1109188900,"+31.8410746,-085.9337382",0.600692097,0.737264231,0.589713369,0.76081907,0.344738115,0.628715884,0.640608783,0.502985225
981,"AL, Pike, 01109189000",1109189000,"+31.7907491,-085.9901684",0.557494928,0.600461852,0.36321328,0.688865179,0.398502236,0.645944249,0.699018282,0.506459418
982,"AL, Pike, 01109189100",1109189100,"+31.7469327,-085.9138355",0.574030828,0.567491223,0.50264573,0.712598906,0.403491638,0.627273029,0.69983846,0.504876809
983,"AL, Pike, 01109189200",1109189200,"+31.6892653,-086.0378422",0.56149915,0.715670641,0.478855385,0.673628292,0.309566514,0.629942927,0.609510007,0.513320282
984,"AL, Pike, 01109189300",1109189300,"+31.6883185,-085.8110577",0.611713553,0.800652866,0.523592616,0.717350767,0.429367939,0.645204911,0.647039636,0.518786135
985,"AL, Randolph, 01111000100",1111000100,"+33.4264515,-085.5226826",0.593658691,0.735396728,0.460250977,0.731196092,0.23369436,0.731457677,0.781184791,0.482430211
986,"AL, Randolph, 01111000200",1111000200,"+33.3675306,-085.3379713",0.552760691,0.662903054,0.417117769,0.622233267,0.185219678,0.729722272,0.763927038,0.488201758
987,"AL, Randolph, 01111000300",1111000300,"+33.2799275,-085.5086910",0.581854659,0.695458941,0.475811986,0.665660329,0.240743594,0.723006539,0.789144468,0.483156756
988,"AL, Randolph, 01111000400",1111000400,"+33.2143355,-085.3592685",0.59382029,0.68540811,0.558666001,0.607793937,0.28521649,0.702368884,0.831612851,0.485675759
989,"AL, Randolph, 01111000500",1111000500,"+33.1428655,-085.3161594",0.588362391,0.697160171,0.524476061,0.660295188,0.293719863,0.673860343,0.784137706,0.484887404
990,"AL, Randolph, 01111000600",1111000600,"+33.1594616,-085.5676620",0.599921753,0.732737905,0.563795901,0.703560036,0.271180041,0.704584385,0.738385889,0.485208111
991,"AL, Russell, 01113030200",1113030200,"+32.4745041,-085.0069000",0.643055224,0.869943264,0.625888535,0.712094067,0.612564168,0.669937072,0.606313664,0.404645802
992,"AL, Russell, 01113030300",1113030300,"+32.4828993,-085.0070871",0.644792723,0.858565291,0.675688872,0.731105201,0.540570962,0.667685632,0.62101295,0.418920155
993,"AL, Russell, 01113030401",1113030401,"+32.4980977,-085.0143037",0.583066133,0.603122438,0.51517706,0.664444389,0.553379094,0.659424327,0.636337911,0.449577708
994,"AL, Russell, 01113030402",1113030402,"+32.5005515,-085.0442125",0.602277255,0.76551403,0.559149219,0.629732067,0.543756068,0.656002252,0.611172167,0.450614978
995,"AL, Russell, 01113030500",1113030500,"+32.4815911,-085.0367789",0.620141159,0.804030556,0.587089531,0.668345259,0.558838821,0.659724792,0.609315544,0.453643612
996,"AL, Russell, 01113030600",1113030600,"+32.4324177,-085.0344968",0.657002183,0.819068627,0.766987626,0.722175421,0.486699584,0.666910418,0.663991394,0.473182209
997,"AL, Russell, 01113030700",1113030700,"+32.4619795,-085.0137367",0.653017536,0.824393439,0.714745193,0.699057287,0.598129824,0.673936798,0.615944981,0.444915227
998,"AL, Russell, 01113030800",1113030800,"+32.4288944,-084.9791730",0.688269943,0.893366027,0.716475664,0.809754672,0.576050348,0.665421356,0.687874504,0.468947029
999,"AL, Russell, 01113030901",1113030901,"+32.4367760,-085.0748664",0.620900709,0.821219536,0.607995214,0.714710657,0.371806335,0.669726561,0.668932868,0.491913791
1000,"AL, Russell, 01113030902",1113030902,"+32.3130627,-085.0111397",0.580154922,0.622930814,0.545136499,0.664725904,0.368579344,0.672396493,0.675151535,0.512163865
1001,"AL, Russell, 01113031000",1113031000,"+32.4286669,-085.2137543",0.560577835,0.757493149,0.457741248,0.569843928,0.323172372,0.661634677,0.642336232,0.51182324
1002,"AL, Russell, 01113031100",1113031100,"+32.2687766,-085.3491620",0.612994366,0.877170041,0.620012187,0.725364845,0.277066686,0.641294937,0.615943621,0.534108249
1003,"AL, Russell, 01113031200",1113031200,"+32.2291900,-085.1493023",0.629005676,0.803980716,0.548484827,0.708341039,0.433779259,0.667916711,0.705216587,0.535320592
1004,"AL, St. Clair, 01115040103",1115040103,"+33.6324483,-086.5051193",0.553557589,0.548897358,0.345685892,0.674897642,0.42310088,0.652733524,0.753259185,0.476328645
1005,"AL, St. Clair, 01115040104",1115040104,"+33.5783564,-086.5234261",0.539319854,0.590123536,0.278598013,0.550408065,0.579037834,0.648338515,0.671352864,0.457380148
1006,"AL, St. Clair, 01115040105",1115040105,"+33.5467968,-086.4306179",0.608743746,0.780429852,0.529743013,0.643434029,0.515093297,0.656653506,0.648002938,0.487849583
1007,"AL, St. Clair, 01115040106",1115040106,"+33.6148149,-086.4037078",0.545081703,0.646719201,0.369539428,0.525537516,0.459121844,0.658725356,0.678285617,0.477642958
1008,"AL, St. Clair, 01115040201",1115040201,"+33.6381345,-086.2512992",0.607887799,0.725273728,0.498325019,0.607838212,0.514525394,0.670290518,0.760586386,0.478375335
1009,"AL, St. Clair, 01115040203",1115040203,"+33.5390753,-086.3315178",0.577095708,0.730475839,0.47190082,0.565725158,0.465865229,0.625441205,0.691617939,0.488643768
1010,"AL, St. Clair, 01115040204",1115040204,"+33.5644016,-086.2404965",0.622879564,0.698560214,0.517961542,0.708522632,0.550294581,0.661338768,0.748212979,0.475266232
1011,"AL, St. Clair, 01115040205",1115040205,"+33.4751225,-086.3169284",0.548124582,0.680177166,0.326088282,0.606907786,0.374224657,0.658958953,0.697908695,0.492606532
1012,"AL, St. Clair, 01115040300",1115040300,"+33.7472570,-086.2008457",0.581484808,0.735023673,0.412166639,0.683463821,0.343646627,0.730840218,0.67989061,0.485362068
1013,"AL, St. Clair, 01115040401",1115040401,"+33.8614848,-086.1939778",0.583920393,0.756063442,0.485072897,0.608889851,0.365084517,0.713634927,0.674498922,0.484198195
1014,"AL, St. Clair, 01115040402",1115040402,"+33.9026325,-086.3017160",0.580451451,0.724318825,0.461403176,0.587805658,0.408665335,0.730036577,0.665432073,0.485498514
1015,"AL, St. Clair, 01115040501",1115040501,"+33.7660023,-086.4631031",0.545320706,0.588939668,0.370574582,0.632881189,0.314865021,0.712122821,0.708494847,0.489366815
1016,"AL, St. Clair, 01115040502",1115040502,"+33.7172351,-086.3824782",0.556989788,0.695677488,0.459831412,0.546085701,0.302398849,0.715709244,0.697774039,0.481451783
1017,"AL, Shelby, 01117030102",1117030102,"+33.3753767,-086.4350495",0.578950553,0.661956197,0.493374223,0.577440871,0.491196119,0.669862036,0.648033694,0.510790733
1018,"AL, Shelby, 01117030103",1117030103,"+33.3099136,-086.4514110",0.520663205,0.58241759,0.350419564,0.531408371,0.505238193,0.634660662,0.532698636,0.507799418
1019,"AL, Shelby, 01117030211",1117030211,"+33.4175977,-086.5980559",0.43201848,0.398880529,0.072296546,0.470865702,0.361378653,0.642898694,0.582435732,0.495373505
1020,"AL, Shelby, 01117030212",1117030212,"+33.4290279,-086.6982043",0.453284329,0.361039295,0.224809624,0.553848591,0.44544705,0.596198291,0.539253264,0.452394191
1021,"AL, Shelby, 01117030213",1117030213,"+33.4410669,-086.6783706",0.449663483,0.312721347,0.214149956,0.537846055,0.38880047,0.603889768,0.611905033,0.478331753
1022,"AL, Shelby, 01117030214",1117030214,"+33.3183566,-086.6229998",0.464316424,0.362364219,0.247453539,0.527577915,0.329128729,0.643306953,0.632538712,0.5078449
1023,"AL, Shelby, 01117030215",1117030215,"+33.3802018,-086.5800973",0.45490501,0.362443372,0.191149501,0.525500907,0.359911559,0.654433156,0.588922352,0.501974225
1024,"AL, Shelby, 01117030216",1117030216,"+33.4007262,-086.6503506",0.459891992,0.339429459,0.19499161,0.562326993,0.380646329,0.634280695,0.623762938,0.483805919
1025,"AL, Shelby, 01117030217",1117030217,"+33.4506722,-086.6286835",0.460890976,0.344332609,0.258919717,0.594938143,0.329065157,0.582222723,0.624629362,0.492129123
1026,"AL, Shelby, 01117030303",1117030303,"+33.4074048,-086.7204005",0.436842716,0.303669216,0.19620166,0.451032065,0.391368072,0.59678876,0.645796225,0.473043014
1027,"AL, Shelby, 01117030304",1117030304,"+33.3868016,-086.7580129",0.447381589,0.3611951,0.130254668,0.434884721,0.455984067,0.607671231,0.662509913,0.479171421
1028,"AL, Shelby, 01117030305",1117030305,"+33.3503850,-086.7684548",0.447613477,0.366475623,0.118202498,0.487254364,0.439305228,0.579308781,0.649527154,0.493220691
1029,"AL, Shelby, 01117030306",1117030306,"+33.2241947,-086.8144869",0.51639344,0.47159395,0.292566608,0.577968711,0.463301859,0.671615409,0.6487505,0.488957046
1030,"AL, Shelby, 01117030314",1117030314,"+33.3583421,-086.7895269",0.47565729,0.352675045,0.278394096,0.547473031,0.48784476,0.559793038,0.628280041,0.475141017
1031,"AL, Shelby, 01117030315",1117030315,"+33.3208423,-086.7920934",0.519365966,0.504235654,0.342460942,0.534660677,0.527644478,0.572990981,0.66772342,0.485845611
1032,"AL, Shelby, 01117030316",1117030316,"+33.3046420,-086.8195860",0.498074641,0.445381291,0.346012802,0.493697641,0.498114671,0.580217642,0.643761421,0.479337022
1033,"AL, Shelby, 01117030317",1117030317,"+33.2788969,-086.8394989",0.451083474,0.373557844,0.230754519,0.468218117,0.427000599,0.540336309,0.643969526,0.473747402
1034,"AL, Shelby, 01117030319",1117030319,"+33.2533324,-086.8086620",0.553811129,0.587570026,0.508744717,0.451287217,0.574315057,0.651170198,0.619394093,0.484196598
1035,"AL, Shelby, 01117030320",1117030320,"+33.2599703,-086.8412453",0.479130096,0.437727446,0.280690598,0.476367051,0.416477844,0.605699617,0.659208797,0.477739321
1036,"AL, Shelby, 01117030330",1117030330,"+33.4045133,-086.6931445",0.455013799,0.38975108,0.188122114,0.485653098,0.435697662,0.581578175,0.627895114,0.476399352
1037,"AL, Shelby, 01117030331",1117030331,"+33.3800273,-086.7161945",0.429161996,0.365232002,0.16178327,0.406792353,0.363501142,0.574051197,0.651036935,0.481737072
1038,"AL, Shelby, 01117030332",1117030332,"+33.3123680,-086.8441114",0.41212206,0.349191024,0.088479173,0.474912382,0.38494304,0.569848712,0.530740001,0.486740091
1039,"AL, Shelby, 01117030333",1117030333,"+33.3471249,-086.8178251",0.438927847,0.31550131,0.171259001,0.517004852,0.39676767,0.558255307,0.630862991,0.4828438
1040,"AL, Shelby, 01117030334",1117030334,"+33.2534584,-086.9473806",0.469149358,0.347604149,0.175271041,0.613006708,0.371912819,0.607363186,0.655509152,0.51337845
1041,"AL, Shelby, 01117030336",1117030336,"+33.2776738,-086.8708288",0.455369811,0.324689958,0.152820726,0.532865851,0.447265024,0.568472699,0.671998414,0.489476007
1042,"AL, Shelby, 01117030337",1117030337,"+33.2309402,-086.9001701",0.51334627,0.499148295,0.389390765,0.606787128,0.350411789,0.652243162,0.582733608,0.51270914
1043,"AL, Shelby, 01117030340",1117030340,"+33.2734414,-086.8216651",0.464363643,0.37466792,0.193182282,0.551184894,0.451286342,0.554306991,0.658277085,0.467639987
1044,"AL, Shelby, 01117030341",1117030341,"+33.2733499,-086.8064673",0.523067678,0.43788977,0.459148664,0.519914917,0.583501659,0.57444141,0.61096516,0.475612164
1045,"AL, Shelby, 01117030342",1117030342,"+33.3491109,-086.7554815",0.434720844,0.304355772,0.170722763,0.483443375,0.396714008,0.583477877,0.618402534,0.485929578
1046,"AL, Shelby, 01117030344",1117030344,"+33.3566644,-086.6756451",0.444622264,0.338567679,0.187048768,0.511171993,0.407139135,0.605858775,0.566808814,0.495760685
1047,"AL, Shelby, 01117030345",1117030345,"+33.2915751,-086.7684364",0.476393695,0.449774097,0.230529275,0.461242722,0.509866088,0.590473618,0.598353725,0.494516345
1048,"AL, Shelby, 01117030405",1117030405,"+33.0791819,-086.8672451",0.561701409,0.662557984,0.561001419,0.613488044,0.369880608,0.676187627,0.538715999,0.510078182
1049,"AL, Shelby, 01117030406",1117030406,"+33.1052133,-086.8313523",0.549556641,0.532902478,0.426484362,0.723146999,0.37437066,0.664704473,0.608497824,0.516789691
1050,"AL, Shelby, 01117030407",1117030407,"+33.1317088,-086.8474921",0.492248726,0.44416463,0.40585742,0.545766758,0.351222457,0.615322146,0.581557067,0.501850607
1051,"AL, Shelby, 01117030408",1117030408,"+33.1426060,-086.9300078",0.56952654,0.615269289,0.458347667,0.72206338,0.350152881,0.647486312,0.665008534,0.528357716
1052,"AL, Shelby, 01117030501",1117030501,"+33.1012898,-086.7761388",0.550294025,0.49089438,0.37695642,0.737414593,0.416340387,0.669063605,0.642618883,0.518769907
1053,"AL, Shelby, 01117030502",1117030502,"+33.1059585,-086.6956604",0.495762789,0.447823587,0.241774541,0.498983741,0.457424558,0.667946846,0.639727176,0.516659076
1054,"AL, Shelby, 01117030604",1117030604,"+33.1827476,-086.8437515",0.508709658,0.460059566,0.345748915,0.576615769,0.342022383,0.667649085,0.662824111,0.506047778
1055,"AL, Shelby, 01117030605",1117030605,"+33.1757625,-086.8013908",0.512971996,0.399720171,0.327207541,0.576742414,0.449677807,0.672986287,0.656692494,0.50777726
1056,"AL, Shelby, 01117030607",1117030607,"+33.2301114,-086.8458465",0.489555463,0.430082292,0.249981105,0.53614736,0.380703253,0.672046658,0.663686455,0.49424112
1057,"AL, Shelby, 01117030608",1117030608,"+33.2226754,-086.7885409",0.465513206,0.378443244,0.20640478,0.416506229,0.512576667,0.634347453,0.605787018,0.504527047
1058,"AL, Shelby, 01117030609",1117030609,"+33.2328201,-086.7308277",0.502627903,0.432214549,0.28472718,0.553510759,0.411522337,0.649912291,0.673830554,0.512677653
1059,"AL, Shelby, 01117030701",1117030701,"+33.2268503,-086.6272498",0.540093129,0.533506338,0.443378323,0.549268633,0.407885659,0.665846901,0.662701697,0.518064353
